1080,1920,100.0,20.733333333333334
0.49207985401153564,0.3863995671272278,0.003343709744513035,-0.5448088645935059,-0.38019686937332153
0.5093390941619873,0.3767201006412506,0.00945066288113594,-0.5843004584312439,-0.36720389127731323
0.5176303386688232,0.37710410356521606,0.009672009386122227,-0.584428071975708,-0.3666209280490875
0.524419367313385,0.37715938687324524,0.00975521095097065,-0.584930419921875,-0.3666096329689026
0.48193618655204773,0.37563031911849976,-0.023351773619651794,-0.5789341330528259,-0.3686068058013916
0.47366243600845337,0.3754255473613739,-0.022989848628640175,-0.5798301100730896,-0.3693617582321167
0.4662940204143524,0.375185489654541,-0.023354817181825638,-0.5809980630874634,-0.3685497045516968
0.5356740951538086,0.38104403018951416,0.054600175470113754,-0.5794247388839722,-0.25159797072410583
0.4587984085083008,0.379251629114151,-0.0925985723733902,-0.5681056976318359,-0.26679331064224243
0.5100932121276855,0.39852041006088257,0.025372367352247238,-0.5237718224525452,-0.33672213554382324
0.47819286584854126,0.3983176350593567,-0.017383459955453873,-0.5189759731292725,-0.3402276337146759
0.5938348770141602,0.4539850950241089,0.14658834040164948,-0.41490107774734497,-0.13425792753696442
0.4061892032623291,0.45136764645576477,-0.14356054365634918,-0.4135408401489258,-0.1725223958492279
0.6066151261329651,0.5422908067703247,0.14166229963302612,-0.1845986545085907,-0.06301447004079819
0.39891868829727173,0.5390803813934326,-0.17499350011348724,-0.17691826820373535,-0.09414920210838318
0.5967461466789246,0.6096411943435669,0.14274339377880096,0.01909208670258522,-0.12394159287214279
0.3802187442779541,0.6037505269050598,-0.2043451964855194,0.019019581377506256,-0.13520413637161255
0.6076158285140991,0.6350959539413452,0.14111459255218506,0.0954282209277153,-0.13943105936050415
0.3762606084346771,0.6228569746017456,-0.20645031332969666,0.08803696185350418,-0.15251415967941284
0.6058084964752197,0.6354554295539856,0.1296328604221344,0.09683319926261902,-0.17589958012104034
0.378180593252182,0.6233422160148621,-0.20081518590450287,0.08511719107627869,-0.18234315514564514
0.5852513909339905,0.6267484426498413,0.1332133710384369,0.033378392457962036,-0.1381143182516098
0.38064756989479065,0.6172135472297668,-0.19531044363975525,0.03298074007034302,-0.14899687469005585
0.5515815019607544,0.609507143497467,0.10873948037624359,0.006116452626883984,0.007503315340727568
0.4406700134277344,0.6037395596504211,-0.10922116041183472,-0.006990100257098675,-0.006248068064451218
0.5580294728279114,0.7571613788604736,0.07288969308137894,0.4175657331943512,-0.055552300065755844
0.46117183566093445,0.7477771043777466,-0.06411043554544449,0.4029461741447449,-0.009748769924044609
0.5460985898971558,0.8980036973953247,0.06857386231422424,0.7670919299125671,0.06957550346851349
0.4638797640800476,0.8830516338348389,-0.032630980014801025,0.7616594433784485,0.1270325928926468
0.5389646291732788,0.9136003851890564,0.0702546238899231,0.81052166223526,0.07203639298677444
0.4711534380912781,0.8962650299072266,-0.030997324734926224,0.8084884881973267,0.13197271525859833
0.5383132100105286,0.9417744874954224,0.0799051895737648,0.8673829436302185,-0.06345374137163162
0.47251376509666443,0.9366617798805237,-0.04478251934051514,0.8636791706085205,-0.007365829311311245

0.49298128485679626,0.38353976607322693,0.00363042950630188,-0.5271600484848022,-0.40920165181159973
0.5097016096115112,0.37325701117515564,0.00946933776140213,-0.5654084086418152,-0.3929312229156494
0.5184486508369446,0.373771995306015,0.009695339016616344,-0.5656669735908508,-0.3922959268093109
0.5253266096115112,0.3740679919719696,0.009775594808161259,-0.5661739706993103,-0.3922920227050781
0.48209255933761597,0.37232735753059387,-0.02325977385044098,-0.5602391958236694,-0.39570948481559753
0.4737273156642914,0.3721868097782135,-0.022903813049197197,-0.5611305236816406,-0.3965927064418793
0.4662606418132782,0.37212952971458435,-0.023256128653883934,-0.5623416900634766,-0.3956247866153717
0.5356873273849487,0.37906989455223083,0.052926938980817795,-0.5496194362640381,-0.27823159098625183
0.4587984085083008,0.3772647976875305,-0.0926518663764,-0.5383325815200806,-0.29988721013069153
0.5105721354484558,0.3968290388584137,0.02537815272808075,-0.501685380935669,-0.3680002987384796
0.47827786207199097,0.3959524929523468,-0.01724507473409176,-0.4973515570163727,-0.3733152449131012
0.5937871932983398,0.453864723443985,0.14245499670505524,-0.37865281105041504,-0.16086341440677643
0.40507012605667114,0.4511519968509674,-0.145059272646904,-0.3703061044216156,-0.19643300771713257
0.6062514781951904,0.5425001978874207,0.1382196694612503,-0.14661063253879547,-0.07873492687940598
0.3993030786514282,0.5390129685401917,-0.174997016787529,-0.1323036253452301,-0.10603611171245575
0.597144603729248,0.6155110597610474,0.15012414753437042,0.07478343695402145,-0.1267026960849762
0.3807196021080017,0.6062517166137695,-0.20415231585502625,0.06713899970054626,-0.1353050172328949
0.6072379946708679,0.6404876708984375,0.15190139412879944,0.15423928201198578,-0.14098083972930908
0.3764577805995941,0.6254703998565674,-0.20601145923137665,0.13697108626365662,-0.15237966179847717
0.6049580574035645,0.6433001160621643,0.14052309095859528,0.16267205774784088,-0.1777874380350113
