1280,720,100.0,78.375
0.5189555287361145,0.38425418734550476,0.028679274022579193,-0.5801963210105896,-0.3515392541885376
0.5226683020591736,0.3713065981864929,0.03307393193244934,-0.6206142902374268,-0.3356418013572693
0.5251655578613281,0.37144386768341064,0.033388249576091766,-0.6210742592811584,-0.3348569869995117
0.5271130800247192,0.37157711386680603,0.03338738530874252,-0.6216601729393005,-0.3349279463291168
0.5152837634086609,0.36986297369003296,-0.0008426140993833542,-0.6181224584579468,-0.3404923677444458
0.5122891068458557,0.36919641494750977,-0.00030532944947481155,-0.6189337372779846,-0.34119513630867004
0.5091390609741211,0.36841997504234314,-0.0004365078639239073,-0.6202582716941833,-0.340384840965271
0.5289737582206726,0.37548112869262695,0.06302350014448166,-0.6206240057945251,-0.20476512610912323
0.5036619901657104,0.3714470863342285,-0.08922036737203598,-0.6156070828437805,-0.24490758776664734
0.5212071537971497,0.39737993478775024,0.04362676292657852,-0.5602405071258545,-0.30297577381134033
0.512951135635376,0.3964877724647522,-0.0010986111592501402,-0.5568110942840576,-0.31281208992004395
0.5437732934951782,0.44931912422180176,0.14264078438282013,-0.4499453604221344,-0.06707120686769485
0.48001232743263245,0.4414137005805969,-0.1593625843524933,-0.4584256112575531,-0.18630144000053406
0.5521958470344543,0.5352327227592468,0.15413706004619598,-0.2266576588153839,-0.045019179582595825
0.46896106004714966,0.5276070237159729,-0.21616433560848236,-0.22651104629039764,-0.20354723930358887
0.5612757205963135,0.6054540276527405,0.21442070603370667,-0.02830791473388672,-0.20182928442955017
0.48988765478134155,0.5826654434204102,-0.11801639199256897,-0.063094861805439,-0.3425751328468323
0.564726710319519,0.6308796405792236,0.22468772530555725,0.04946398362517357,-0.22999334335327148
0.49524325132369995,0.6014483571052551,-0.08097634464502335,0.0029676577541977167,-0.37662622332572937
0.5625435709953308,0.6308788657188416,0.21544910967350006,0.050803281366825104,-0.2660963237285614
0.499310165643692,0.5963389873504639,-0.05649346858263016,-0.019615277647972107,-0.39588361978530884
0.5601271986961365,0.6227786540985107,0.2073451578617096,-0.013126499019563198,-0.218265101313591
