1080,1920,100.0,11.6
0.5111744403839111,0.344538152217865,0.02479863539338112,-0.5952047109603882,-0.06484174728393555
0.5185785889625549,0.33534228801727295,0.027345750480890274,-0.6312150359153748,-0.04530167579650879
0.5238635540008545,0.3358750343322754,0.027694184333086014,-0.6315566301345825,-0.044782400131225586
0.5291482210159302,0.3361970782279968,0.02732105925679207,-0.6321614384651184,-0.044626712799072266
0.4986957013607025,0.3330240249633789,-0.0014831246808171272,-0.6319844126701355,-0.05682706832885742
0.4894256591796875,0.3322644829750061,-0.0009539076127111912,-0.6329010725021362,-0.057492971420288086
0.4800592362880707,0.33174699544906616,-0.0014413180761039257,-0.6340622305870056,-0.05719804763793945
0.5284246802330017,0.3390335738658905,0.031312864273786545,-0.6309800744056702,0.08045148849487305
0.4638773500919342,0.33352139592170715,-0.10149860382080078,-0.6367623805999756,0.013594627380371094
0.5180102586746216,0.35640811920166016,0.028931956738233566,-0.5767295956611633,-0.01690959930419922
0.49550774693489075,0.3543773293495178,-0.01006416417658329,-0.5772594809532166,-0.03500056266784668
0.532929003238678,0.40017783641815186,0.06754101067781448,-0.4618754982948303,0.19383865594863892
0.43049588799476624,0.3873719871044159,-0.15395841002464294,-0.48381513357162476,-0.0157010555267334
0.5390788316726685,0.4751321077346802,0.05595846101641655,-0.24733008444309235,0.18335962295532227
0.42177048325538635,0.47362613677978516,-0.12998853623867035,-0.24868105351924896,-0.08732731640338898
0.5657823085784912,0.4840397834777832,0.10625350475311279,-0.20275257527828217,0.03537559509277344
0.5593209862709045,0.44888418912887573,0.07537241280078888,-0.2628825008869171,-0.13522446155548096
0.5774132013320923,0.4918491244316101,0.11729816347360611,-0.17071358859539032,0.00505518913269043
0.5938252210617065,0.44659221172332764,0.13859795033931732,-0.25768083333969116,-0.15361690521240234
0.5680963397026062,0.47059953212738037,0.11317988485097885,-0.19370199739933014,-0.011234521865844727
0.5968427658081055,0.43553879857063293,0.1390877068042755,-0.29907751083374023,-0.1451396942138672
0.5630496740341187,0.4706633388996124,0.1040346696972847,-0.2060876488685608,0.023839235305786133
0.5838430523872375,0.4359939694404602,0.0916469618678093,-0.278190553188324,-0.12991833686828613
0.5343628525733948,0.545187771320343,0.07868339121341705,0.008006853051483631,0.08315467834472656
0.47127625346183777,0.5435203909873962,-0.07891087979078293,-0.008767361752688885,-0.0817563533782959
0.5381267666816711,0.6779661774635315,0.052261874079704285,0.4223014712333679,0.05694305896759033
0.5219547748565674,0.6838074326515198,-0.013943208381533623,0.40608105063438416,-0.12092640995979309
0.4908149540424347,0.8071861267089844,-0.043040089309215546,0.756828784942627,0.10694313049316406
0.4795916974544525,0.8243987560272217,-0.0664827823638916,0.7851638197898865,-0.1262674331665039
0.46021056175231934,0.8218308091163635,-0.044966939836740494,0.8016383647918701,0.10406351089477539
0.4555363357067108,0.8414754271507263,-0.07300566136837006,0.8344255089759827,-0.13055086135864258
0.52056485414505,0.8493581414222717,0.04110085219144821,0.8732894659042358,0.03964662551879883
0.510006308555603,0.8727431893348694,0.004556847736239433,0.8869926333427429,-0.23368501663208008

0.5106669664382935,0.3439214825630188,0.022957662120461464,-0.5939167141914368,-0.020081263035535812
0.5181382298469543,0.3347422480583191,0.025055745616555214,-0.6301053166389465,0.0012552528642117977
0.523333728313446,0.33539465069770813,0.025393547490239143,-0.6304576396942139,0.0017548297764733434
